Date,Open,High,Low,Close,Adj Close,Volume
2008-12-31,32.500000,33.919998,32.209999,33.880001,31.813009,4366200
2009-01-02,33.509998,34.450001,33.180000,33.320000,31.287169,4846500
2009-01-05,31.959999,32.580002,31.350000,31.740000,29.803566,7600000
2009-01-06,31.830000,33.259998,31.420000,32.610001,30.620485,8024000
2009-01-07,32.360001,32.360001,29.590000,30.049999,28.216673,6701100
2009-01-08,30.889999,31.790001,30.540001,31.790001,29.850515,5023900
2009-01-09,31.590000,32.110001,30.450001,31.309999,29.399799,4483800
2009-01-12,30.190001,30.200001,28.700001,28.950001,27.183783,5878100
2009-01-13,28.969999,30.000000,28.620001,29.520000,27.719006,8157700
2009-01-14,29.080000,29.590000,27.670000,28.200001,26.479542,5975100
2009-01-15,28.340000,29.540001,27.150000,29.129999,27.352800,6393100
2009-01-16,30.629999,31.010000,29.440001,30.930000,29.042986,9829300
2009-01-20,31.000000,32.509998,30.680000,30.879999,28.996035,7953200
2009-01-21,30.900000,31.760000,29.940001,31.650000,29.719055,6469400
2009-01-22,31.480000,32.169998,31.000000,31.459999,29.540648,4949200
2009-01-23,32.270000,34.669998,32.230000,34.139999,32.057140,12221500
2009-01-26,35.240002,36.000000,33.500000,33.970001,31.897526,11124400
2009-01-27,33.990002,34.099998,33.270000,33.470001,31.428017,6611700
2009-01-28,33.250000,33.610001,32.330002,32.730000,30.733168,7382000
2009-01-29,32.320000,34.500000,32.000000,34.400002,32.301289,10768000
2009-01-30,35.540001,35.549999,33.509998,34.230000,32.141651,11641400
2009-02-02,33.349998,34.009998,32.500000,32.900002,30.892799,10268900
2009-02-03,33.400002,33.740002,32.560001,33.360001,31.324728,9819200
2009-02-04,33.700001,34.320000,33.430000,34.060001,31.982029,7304400
2009-02-05,34.900002,34.919998,34.040001,34.700001,32.582977,11352400
2009-02-06,34.419998,35.549999,34.139999,35.419998,33.259048,9257600
2009-02-09,34.880001,35.150002,34.020000,34.369999,32.273109,6714800
2009-02-10,35.189999,35.490002,33.340000,34.000000,31.925682,11841600
2009-02-11,34.490002,36.689999,34.160000,36.330002,34.113533,17253800
2009-02-12,36.240002,36.480000,35.549999,36.480000,34.254383,14511100
2009-02-13,36.000000,36.200001,35.279999,35.680000,33.503197,6688300
2009-02-17,36.959999,37.799999,36.560001,37.000000,34.742661,19199000
2009-02-18,37.000000,37.480000,35.689999,37.369999,35.090080,13202300
2009-02-19,37.080002,37.299999,35.419998,35.639999,33.465630,14361200
2009-02-20,36.730000,37.639999,36.049999,37.029999,34.770821,19549300
2009-02-23,36.750000,37.240002,35.639999,36.470001,34.244995,23079700
2009-02-24,36.500000,36.500000,33.250000,33.500000,31.456188,18752000
2009-02-25,33.340000,34.740002,32.840000,32.900002,30.892799,15972300
2009-02-26,32.630001,33.720001,32.189999,33.500000,31.456188,12759700
2009-02-27,33.919998,34.230000,32.520000,33.360001,31.324728,10805900
2009-03-02,33.560001,33.560001,30.750000,31.090000,29.193224,11876500
2009-03-03,31.000000,32.180000,29.920000,31.680000,29.747227,10155400
2009-03-04,32.240002,32.450001,30.870001,31.400000,29.484308,7661700
2009-03-05,31.500000,33.060001,31.420000,33.020000,31.005478,9317000
2009-03-06,33.529999,34.029999,32.320000,32.880001,30.874018,10024500
2009-03-09,32.650002,32.660000,31.180000,31.549999,29.625160,7637800
2009-03-10,31.370001,31.389999,29.250000,29.670000,27.859858,13630000
2009-03-11,30.080000,31.610001,29.870001,31.340000,29.427969,8957100
2009-03-12,31.850000,32.680000,31.389999,32.680000,30.686218,8909900
2009-03-13,33.189999,33.310001,32.380001,33.080002,31.061817,5889600
2009-03-16,32.660000,33.090000,32.330002,32.560001,30.573544,5202400
2009-03-17,32.240002,32.470001,31.370001,31.850000,29.906855,5770900
2009-03-18,31.410000,35.150002,30.620001,35.070000,32.930405,16924400
2009-03-19,36.290001,37.590000,36.290001,37.459999,35.174591,16878600
2009-03-20,36.799999,37.709999,36.450001,37.549999,35.259109,12587100
2009-03-23,37.410000,38.220001,37.200001,37.709999,35.409336,8232500
2009-03-24,36.549999,37.650002,35.849998,36.860001,34.611198,9658100
2009-03-25,36.950001,38.490002,36.549999,38.470001,36.122974,8568900
2009-03-26,38.930000,38.930000,37.880001,38.570000,36.216877,6279800
2009-03-27,37.509998,37.599998,36.590000,37.000000,34.742661,4935300
2009-03-30,35.970001,37.459999,35.759998,36.400002,34.179260,6869100
2009-03-31,36.820000,37.430000,35.970001,36.880001,34.629982,4479500
2009-04-01,37.770000,38.680000,37.439999,38.599998,36.245041,5278700
2009-04-02,37.540001,37.759998,36.310001,37.099998,34.836555,7861900
2009-04-03,36.799999,37.049999,34.250000,34.869999,32.742611,10506200
2009-04-06,33.400002,33.580002,32.619999,33.200001,31.174496,8965800
2009-04-07,33.580002,34.259998,33.419998,33.430000,31.390463,5303800
2009-04-08,34.180000,34.240002,32.970001,33.529999,31.484360,4742900
2009-04-09,33.450001,33.770000,33.000000,33.040001,31.024258,4283100
2009-04-13,34.200001,34.349998,33.689999,33.770000,31.709721,6771100
2009-04-14,33.950001,34.150002,33.389999,33.689999,31.634598,4602900
2009-04-15,33.590000,34.189999,33.480000,33.889999,31.822399,4718600
2009-04-16,33.930000,33.930000,31.969999,32.279999,30.310621,8860100
2009-04-17,31.950001,32.000000,30.799999,30.969999,29.080542,9359900
2009-04-20,31.549999,32.700001,31.510000,32.189999,30.226110,8510700
2009-04-21,32.849998,32.930000,31.000000,31.400000,29.484308,7639400
2009-04-22,31.870001,32.299999,31.370001,31.600000,29.672106,6708900
2009-04-23,31.990000,33.490002,31.590000,32.740002,30.742559,9615100
2009-04-24,33.360001,34.860001,33.330002,34.650002,32.536030,8218700
2009-04-27,34.320000,34.779999,33.840000,34.369999,32.273109,5867900
